Points_0,Points_1,Points_2,qr
0,0.5,0.05,14684.1
0,0.501,0.05,14658.7
0,0.502,0.05,14633.4
0,0.503,0.05,14608.1
0,0.504,0.05,14582.8
0,0.505,0.05,14557.5
0,0.506,0.05,14532.1
0,0.507,0.05,14506.8
0,0.508,0.05,14481.5
0,0.509,0.05,14456.2
0,0.51,0.05,14430.9
0,0.511,0.05,14405.6
0,0.512,0.05,14380.2
0,0.513,0.05,14354.9
0,0.514,0.05,14329.6
0,0.515,0.05,14304.3
0,0.516,0.05,14279
0,0.517,0.05,14253.7
0,0.518,0.05,14228.3
0,0.519,0.05,14203
0,0.52,0.05,14177.7
0,0.521,0.05,14152.4
0,0.522,0.05,14127.1
0,0.523,0.05,14101.8
0,0.524,0.05,14076.4
0,0.525,0.05,14051.1
0,0.526,0.05,14025.8
0,0.527,0.05,14000.5
0,0.528,0.05,13975.2
0,0.529,0.05,13949.9
0,0.53,0.05,13924.5
0,0.531,0.05,13899.2
0,0.532,0.05,13873.9
0,0.533,0.05,13848.6
0,0.534,0.05,13824.1
0,0.535,0.05,13800
0,0.536,0.05,13775.9
0,0.537,0.05,13751.8
0,0.538,0.05,13727.7
0,0.539,0.05,13703.6
0,0.54,0.05,13679.5
0,0.541,0.05,13655.3
0,0.542,0.05,13631.2
0,0.543,0.05,13607.1
0,0.544,0.05,13583
0,0.545,0.05,13558.9
0,0.546,0.05,13534.8
0,0.547,0.05,13510.7
0,0.548,0.05,13486.6
0,0.549,0.05,13462.5
0,0.55,0.05,13438.4
0,0.551,0.05,13414.3
0,0.552,0.05,13390.2
0,0.553,0.05,13366.1
0,0.554,0.05,13342
0,0.555,0.05,13317.9
0,0.556,0.05,13293.8
0,0.557,0.05,13269.7
0,0.558,0.05,13245.6
0,0.559,0.05,13221.5
0,0.56,0.05,13197.4
0,0.561,0.05,13173.2
0,0.562,0.05,13149.1
0,0.563,0.05,13125
0,0.564,0.05,13100.9
0,0.565,0.05,13076.8
0,0.566,0.05,13052.7
0,0.567,0.05,13029
0,0.568,0.05,13006
0,0.569,0.05,12983.1
0,0.57,0.05,12960.1
0,0.571,0.05,12937.1
0,0.572,0.05,12914.1
0,0.573,0.05,12891.2
0,0.574,0.05,12868.2
0,0.575,0.05,12845.2
0,0.576,0.05,12822.3
0,0.577,0.05,12799.3
0,0.578,0.05,12776.3
0,0.579,0.05,12753.3
0,0.58,0.05,12730.4
0,0.581,0.05,12707.4
0,0.582,0.05,12684.4
0,0.583,0.05,12661.5
0,0.584,0.05,12638.5
0,0.585,0.05,12615.5
0,0.586,0.05,12592.5
0,0.587,0.05,12569.6
0,0.588,0.05,12546.6
0,0.589,0.05,12523.6
0,0.59,0.05,12500.7
0,0.591,0.05,12477.7
0,0.592,0.05,12454.7
0,0.593,0.05,12431.7
0,0.594,0.05,12408.8
0,0.595,0.05,12385.8
0,0.596,0.05,12362.8
0,0.597,0.05,12339.9
0,0.598,0.05,12316.9
0,0.599,0.05,12293.9
0,0.6,0.05,12271
0,0.601,0.05,12249
0,0.602,0.05,12227.1
0,0.603,0.05,12205.2
0,0.604,0.05,12183.3
0,0.605,0.05,12161.4
0,0.606,0.05,12139.5
0,0.607,0.05,12117.6
0,0.608,0.05,12095.6
0,0.609,0.05,12073.7
0,0.61,0.05,12051.8
0,0.611,0.05,12029.9
0,0.612,0.05,12008
0,0.613,0.05,11986.1
0,0.614,0.05,11964.2
0,0.615,0.05,11942.2
0,0.616,0.05,11920.3
0,0.617,0.05,11898.4
0,0.618,0.05,11876.5
0,0.619,0.05,11854.6
0,0.62,0.05,11832.7
0,0.621,0.05,11810.8
0,0.622,0.05,11788.9
0,0.623,0.05,11766.9
0,0.624,0.05,11745
0,0.625,0.05,11723.1
0,0.626,0.05,11701.2
0,0.627,0.05,11679.3
0,0.628,0.05,11657.4
0,0.629,0.05,11635.5
0,0.63,0.05,11613.5
0,0.631,0.05,11591.6
0,0.632,0.05,11569.7
0,0.633,0.05,11547.8
0,0.634,0.05,11526.5
0,0.635,0.05,11505.6
0,0.636,0.05,11484.7
0,0.637,0.05,11463.8
0,0.638,0.05,11442.8
0,0.639,0.05,11421.9
0,0.64,0.05,11401
0,0.641,0.05,11380
0,0.642,0.05,11359.1
0,0.643,0.05,11338.2
0,0.644,0.05,11317.3
0,0.645,0.05,11296.3
0,0.646,0.05,11275.4
0,0.647,0.05,11254.5
0,0.648,0.05,11233.5
0,0.649,0.05,11212.6
0,0.65,0.05,11191.7
0,0.651,0.05,11170.7
0,0.652,0.05,11149.8
0,0.653,0.05,11128.9
0,0.654,0.05,11108
0,0.655,0.05,11087
0,0.656,0.05,11066.1
0,0.657,0.05,11045.2
0,0.658,0.05,11024.2
0,0.659,0.05,11003.3
0,0.66,0.05,10982.4
0,0.661,0.05,10961.5
0,0.662,0.05,10940.5
0,0.663,0.05,10919.6
0,0.664,0.05,10898.7
0,0.665,0.05,10877.7
0,0.666,0.05,10856.8
0,0.667,0.05,10836.2
0,0.668,0.05,10816.2
0,0.669,0.05,10796.1
0,0.67,0.05,10776.1
0,0.671,0.05,10756.1
0,0.672,0.05,10736.1
0,0.673,0.05,10716
0,0.674,0.05,10696
0,0.675,0.05,10676
0,0.676,0.05,10656
0,0.677,0.05,10635.9
0,0.678,0.05,10615.9
0,0.679,0.05,10595.9
0,0.68,0.05,10575.9
0,0.681,0.05,10555.9
0,0.682,0.05,10535.8
0,0.683,0.05,10515.8
0,0.684,0.05,10495.8
0,0.685,0.05,10475.8
0,0.686,0.05,10455.7
0,0.687,0.05,10435.7
0,0.688,0.05,10415.7
0,0.689,0.05,10395.7
0,0.69,0.05,10375.7
0,0.691,0.05,10355.6
0,0.692,0.05,10335.6
0,0.693,0.05,10315.6
0,0.694,0.05,10295.6
0,0.695,0.05,10275.5
0,0.696,0.05,10255.5
0,0.697,0.05,10235.5
0,0.698,0.05,10215.5
0,0.699,0.05,10195.4
0,0.7,0.05,10175.4
0,0.701,0.05,10156.2
0,0.702,0.05,10137
0,0.703,0.05,10117.8
0,0.704,0.05,10098.6
0,0.705,0.05,10079.5
0,0.706,0.05,10060.3
0,0.707,0.05,10041.1
0,0.708,0.05,10021.9
0,0.709,0.05,10002.7
0,0.71,0.05,9983.48
0,0.711,0.05,9964.28
0,0.712,0.05,9945.09
0,0.713,0.05,9925.89
0,0.714,0.05,9906.7
0,0.715,0.05,9887.5
0,0.716,0.05,9868.31
0,0.717,0.05,9849.11
0,0.718,0.05,9829.92
0,0.719,0.05,9810.72
0,0.72,0.05,9791.53
0,0.721,0.05,9772.33
0,0.722,0.05,9753.14
0,0.723,0.05,9733.94
0,0.724,0.05,9714.75
0,0.725,0.05,9695.55
0,0.726,0.05,9676.36
0,0.727,0.05,9657.16
0,0.728,0.05,9637.97
0,0.729,0.05,9618.77
0,0.73,0.05,9599.58
0,0.731,0.05,9580.38
0,0.732,0.05,9561.19
0,0.733,0.05,9542
0,0.734,0.05,9523.3
0,0.735,0.05,9504.85
0,0.736,0.05,9486.4
0,0.737,0.05,9467.95
0,0.738,0.05,9449.5
0,0.739,0.05,9431.05
0,0.74,0.05,9412.61
0,0.741,0.05,9394.16
0,0.742,0.05,9375.71
0,0.743,0.05,9357.26
0,0.744,0.05,9338.81
0,0.745,0.05,9320.37
0,0.746,0.05,9301.92
0,0.747,0.05,9283.47
0,0.748,0.05,9265.02
0,0.749,0.05,9246.57
0,0.75,0.05,9228.12
0,0.751,0.05,9209.67
0,0.752,0.05,9191.23
0,0.753,0.05,9172.78
0,0.754,0.05,9154.33
0,0.755,0.05,9135.88
0,0.756,0.05,9117.43
0,0.757,0.05,9098.98
0,0.758,0.05,9080.54
0,0.759,0.05,9062.09
0,0.76,0.05,9043.64
0,0.761,0.05,9025.19
0,0.762,0.05,9006.74
0,0.763,0.05,8988.29
0,0.764,0.05,8969.85
0,0.765,0.05,8951.4
0,0.766,0.05,8932.95
0,0.767,0.05,8914.72
0,0.768,0.05,8896.94
0,0.769,0.05,8879.15
0,0.77,0.05,8861.37
0,0.771,0.05,8843.58
0,0.772,0.05,8825.79
0,0.773,0.05,8808.01
0,0.774,0.05,8790.22
0,0.775,0.05,8772.44
0,0.776,0.05,8754.65
0,0.777,0.05,8736.87
0,0.778,0.05,8719.08
0,0.779,0.05,8701.3
0,0.78,0.05,8683.51
0,0.781,0.05,8665.73
0,0.782,0.05,8647.94
0,0.783,0.05,8630.16
0,0.784,0.05,8612.37
0,0.785,0.05,8594.58
0,0.786,0.05,8576.8
0,0.787,0.05,8559.01
0,0.788,0.05,8541.23
0,0.789,0.05,8523.44
0,0.79,0.05,8505.66
0,0.791,0.05,8487.87
0,0.792,0.05,8470.09
0,0.793,0.05,8452.3
0,0.794,0.05,8434.52
0,0.795,0.05,8416.73
0,0.796,0.05,8398.95
0,0.797,0.05,8381.16
0,0.798,0.05,8363.38
0,0.799,0.05,8345.59
0,0.8,0.05,8327.8
0,0.801,0.05,8310.58
0,0.802,0.05,8293.35
0,0.803,0.05,8276.12
0,0.804,0.05,8258.89
0,0.805,0.05,8241.66
0,0.806,0.05,8224.43
0,0.807,0.05,8207.2
0,0.808,0.05,8189.97
0,0.809,0.05,8172.74
0,0.81,0.05,8155.52
0,0.811,0.05,8138.29
0,0.812,0.05,8121.06
0,0.813,0.05,8103.83
0,0.814,0.05,8086.6
0,0.815,0.05,8069.37
0,0.816,0.05,8052.14
0,0.817,0.05,8034.91
0,0.818,0.05,8017.69
0,0.819,0.05,8000.46
0,0.82,0.05,7983.23
0,0.821,0.05,7966
0,0.822,0.05,7948.77
0,0.823,0.05,7931.54
0,0.824,0.05,7914.31
0,0.825,0.05,7897.08
0,0.826,0.05,7879.85
0,0.827,0.05,7862.62
0,0.828,0.05,7845.4
0,0.829,0.05,7828.17
0,0.83,0.05,7810.94
0,0.831,0.05,7793.71
0,0.832,0.05,7776.48
0,0.833,0.05,7759.25
0,0.834,0.05,7742.35
0,0.835,0.05,7725.6
0,0.836,0.05,7708.85
0,0.837,0.05,7692.11
0,0.838,0.05,7675.36
0,0.839,0.05,7658.62
0,0.84,0.05,7641.87
0,0.841,0.05,7625.13
0,0.842,0.05,7608.38
0,0.843,0.05,7591.64
0,0.844,0.05,7574.89
0,0.845,0.05,7558.14
0,0.846,0.05,7541.4
0,0.847,0.05,7524.65
0,0.848,0.05,7507.91
0,0.849,0.05,7491.16
0,0.85,0.05,7474.42
0,0.851,0.05,7457.67
0,0.852,0.05,7440.93
0,0.853,0.05,7424.18
0,0.854,0.05,7407.44
0,0.855,0.05,7390.69
0,0.856,0.05,7373.94
0,0.857,0.05,7357.2
0,0.858,0.05,7340.45
0,0.859,0.05,7323.71
0,0.86,0.05,7306.96
0,0.861,0.05,7290.22
0,0.862,0.05,7273.47
0,0.863,0.05,7256.73
0,0.864,0.05,7239.98
0,0.865,0.05,7223.23
0,0.866,0.05,7206.49
0,0.867,0.05,7189.81
0,0.868,0.05,7173.26
0,0.869,0.05,7156.71
0,0.87,0.05,7140.16
0,0.871,0.05,7123.61
0,0.872,0.05,7107.06
0,0.873,0.05,7090.51
0,0.874,0.05,7073.97
0,0.875,0.05,7057.42
0,0.876,0.05,7040.87
0,0.877,0.05,7024.32
0,0.878,0.05,7007.77
0,0.879,0.05,6991.22
0,0.88,0.05,6974.67
0,0.881,0.05,6958.12
0,0.882,0.05,6941.57
0,0.883,0.05,6925.02
0,0.884,0.05,6908.48
0,0.885,0.05,6891.93
0,0.886,0.05,6875.38
0,0.887,0.05,6858.83
0,0.888,0.05,6842.28
0,0.889,0.05,6825.73
0,0.89,0.05,6809.18
0,0.891,0.05,6792.63
0,0.892,0.05,6776.08
0,0.893,0.05,6759.53
0,0.894,0.05,6742.98
0,0.895,0.05,6726.44
0,0.896,0.05,6709.89
0,0.897,0.05,6693.34
0,0.898,0.05,6676.79
0,0.899,0.05,6660.24
0,0.9,0.05,6643.69
0,0.901,0.05,6627.78
0,0.902,0.05,6611.87
0,0.903,0.05,6595.96
0,0.904,0.05,6580.05
0,0.905,0.05,6564.15
0,0.906,0.05,6548.24
0,0.907,0.05,6532.33
0,0.908,0.05,6516.42
0,0.909,0.05,6500.51
0,0.91,0.05,6484.6
0,0.911,0.05,6468.69
0,0.912,0.05,6452.78
0,0.913,0.05,6436.87
0,0.914,0.05,6420.96
0,0.915,0.05,6405.05
0,0.916,0.05,6389.15
0,0.917,0.05,6373.24
0,0.918,0.05,6357.33
0,0.919,0.05,6341.42
0,0.92,0.05,6325.51
0,0.921,0.05,6309.6
0,0.922,0.05,6293.69
0,0.923,0.05,6277.78
0,0.924,0.05,6261.87
0,0.925,0.05,6245.96
0,0.926,0.05,6230.06
0,0.927,0.05,6214.15
0,0.928,0.05,6198.24
0,0.929,0.05,6182.33
0,0.93,0.05,6166.42
0,0.931,0.05,6150.51
0,0.932,0.05,6134.6
0,0.933,0.05,6118.69
0,0.934,0.05,6100.68
0,0.935,0.05,6081.61
0,0.936,0.05,6062.55
0,0.937,0.05,6043.48
0,0.938,0.05,6024.41
0,0.939,0.05,6005.35
0,0.94,0.05,5986.28
0,0.941,0.05,5967.21
0,0.942,0.05,5948.15
0,0.943,0.05,5929.08
0,0.944,0.05,5910.01
0,0.945,0.05,5890.95
0,0.946,0.05,5871.88
0,0.947,0.05,5852.81
0,0.948,0.05,5833.75
0,0.949,0.05,5814.68
0,0.95,0.05,5795.61
0,0.951,0.05,5776.55
0,0.952,0.05,5757.48
0,0.953,0.05,5738.41
0,0.954,0.05,5719.35
0,0.955,0.05,5700.28
0,0.956,0.05,5681.21
0,0.957,0.05,5662.15
0,0.958,0.05,5643.08
0,0.959,0.05,5624.01
0,0.96,0.05,5604.95
0,0.961,0.05,5585.88
0,0.962,0.05,5566.81
0,0.963,0.05,5547.75
0,0.964,0.05,5528.68
0,0.965,0.05,5509.61
0,0.966,0.05,5490.54
0,0.967,0.05,5474.02
0,0.968,0.05,5462.56
0,0.969,0.05,5451.11
0,0.97,0.05,5439.66
0,0.971,0.05,5428.21
0,0.972,0.05,5416.76
0,0.973,0.05,5405.3
0,0.974,0.05,5393.85
0,0.975,0.05,5382.4
0,0.976,0.05,5370.95
0,0.977,0.05,5359.49
0,0.978,0.05,5348.04
0,0.979,0.05,5336.59
0,0.98,0.05,5325.14
0,0.981,0.05,5313.68
0,0.982,0.05,5302.23
0,0.983,0.05,5290.78
0,0.984,0.05,5279.33
0,0.985,0.05,5267.88
0,0.986,0.05,5256.42
0,0.987,0.05,5244.97
0,0.988,0.05,5233.52
0,0.989,0.05,5222.07
0,0.99,0.05,5210.61
0,0.991,0.05,5199.16
0,0.992,0.05,5187.71
0,0.993,0.05,5176.26
0,0.994,0.05,5164.8
0,0.995,0.05,5153.35
0,0.996,0.05,5141.9
0,0.997,0.05,5130.45
0,0.998,0.05,5118.99
0,0.999,0.05,5107.54
0,1,0.05,8903.32
